Content,Video title,Video publish time,Duration,Engaged views,Average percentage viewed (%),Stayed to watch (%),Unique viewers,Unique reach,Views (co-viewed),Average views per viewer,New viewers,Returning viewers,Casual viewers,Regular viewers,Hypes,Hype points,Subscribers gained,Subscribers lost,Likes,Dislikes,Likes (vs. dislikes) (%),Shares,Comments added,YouTube Premium views,YouTube Premium watch time (hours),End screen element clicks,End screen elements shown,Clicks per end screen element shown (%),Card clicks,Cards shown,Clicks per card shown (%),Card teaser clicks,Card teasers shown,Teaser clicks per card teaser shown (%),Views,Watch time (hours),Subscribers,Average view duration,Thumbnail impressions,Thumbnail click-through rate (%)
GoFKW08fwu8,apEX (27-10) 3255 ELO vs ~2816 ELOs | Dust2 | FACEIT CS2 POV,"Aug 27, 2026",1279,12,19.62,,,11,19,,,,,,0,0,0,0,0,0,,0,0,6,0.4354,0,0,,0,0,,0,0,,19,0.8392,0,0:04:10,97,6.19
VDx1oIOzk6E,910 | 1.51 Rating | MongolZ vs Liquid | Inferno | Semi-final | CAC 2026,"May 21, 2026",1919,12,8.14,,,11,3,,,,,,0,0,0,0,0,0,,0,0,3,0.4371,0,0,,0,0,,0,0,,13,0.5217,0,0:02:36,184,5.98
LzGyIgrLlmo,torzsi | 1.54 Rating | Falcons vs MOUZ | Nuke | Semi-final,"May 29, 2026",1782,12,17.71,,,12,4,,,,,,0,0,0,0,1,0,100,0,0,2,0.0012,0,0,,0,0,,0,0,,13,1.0535,0,0:05:15,202,3.47
9cVII_uEUlI,Jame | 1.68 Rating | MongolZ vs PARIVISION | Mirage | Final | CAC 2026,"May 23, 2026",1932,11,32.5,,,10,1,,,,,,0,0,2,0,2,0,100,0,0,2,0.4847,0,0,,0,0,,0,0,,11,1.9175,2,0:10:27,312,1.6
U59Fs2kin8g,TeSeS (25-20) vs MAGIXX & DONK | Mirage | FACEIT CS2 POV + VOICE COMMS,"Sep 3, 2026",1531,11,28.96,,,28,34,,,,,,0,0,0,0,2,0,100,0,0,3,0.0006,0,0,,0,0,,0,0,,33,1.3677,0,0:07:23,157,6.37
iOoZq50Wdc0,HeavyGod (16-6) 3622 ELO vs ~3414 ELOs | Mirage | FACEIT CS2 POV + VOICE COMMS,"Aug 19, 2026",658,11,26.16,,,13,14,,,,,,0,0,0,0,0,0,,0,0,1,0.003,0,0,,0,0,,0,0,,14,0.5262,0,0:02:52,133,6.77
UAhoaA9vF8c,try (26-13) 1.81 Rating POV | Legacy vs Falcons | Dust2 | Esports World Cup 2026,"Aug 23, 2026",1850,11,10.17,,,12,15,,,,,,0,0,0,0,1,0,100,0,0,4,0.3113,0,0,,0,0,,0,0,,15,0.576,0,0:03:08,189,3.17
QccCvDF8D_g,The ONLY Nuke A-Exec Flash You Need 🤫 (CAC 2026) #csgo #counterstrike #csgomoments,"May 28, 2026",26,11,60.9,62.5,,12,2,,,,,,0,0,0,0,3,0,100,0,0,2,0.0033,0,0,,0,0,,0,0,,18,0.051,0,0:00:15,1587,0.32
eJaIiC5O84A,r1nkle going insane - ACE against Aurora on Anubis #cs2 #counterstrike #blastopenporto2026,"Aug 30, 2026",66,11,187.49,52.38,,21,30,,,,,,0,0,0,0,0,0,,0,0,6,0.0088,0,0,,0,0,,0,0,,29,0.3836,0,0:02:03,162,3.7
9cgZwv-n4M8,m0NESY (20-8) 1.76 Rating POV | Legacy vs Falcons | Dust2 | BLAST Open Porto 2026,"Aug 31, 2026",1625,11,24.84,,,19,23,,,,,,0,0,0,0,0,0,,0,0,1,0.0028,0,0,,0,0,,0,0,,23,1.2385,0,0:06:43,124,8.87
_jqu6JRqpcw,dem0n (24-16) 4408 ELO vs ~3424 ELOs | Anubis | FACEIT CS2 POV + VOICE COMMS,"Sep 7, 2026",1440,10,23.73,,,16,20,,,,,,0,0,0,0,0,0,,0,0,2,0.3492,0,0,,0,0,,0,0,,20,0.9534,0,0:05:41,120,6.67
RxgWm6ZBtgk,HeavyGod (25-14) vs DONK & MAGIXX | Dust2 | FACEIT CS2 POV + VOICE COMMS,"Aug 13, 2026",1236,10,10.64,,,10,10,,,,,,0,0,0,0,0,0,,0,0,2,0.1159,0,0,,0,0,,0,0,,10,0.3651,0,0:02:11,115,5.22
SgLcVCa9Whg,mzinho | 1.59 Rating | MongolZ vs Liquid | Nuke | Semi-final | CAC 2026,"May 22, 2026",1614,10,6.6,,,7,0,,,,,,0,0,0,0,1,0,100,0,0,0,0,0,0,,0,0,,0,0,,10,0.296,0,0:01:46,149,4.03
3Qcc0Ne2IuY,m0NESY (20-10) vs MOLODOY & B1T | Dust2 | FACEIT CS2 POV + VOICE COMMS,"Aug 27, 2026",1311,10,35.38,,,15,19,,,,,,0,0,0,0,1,0,100,0,0,1,0.004,0,0,,0,0,,0,0,,19,1.2926,0,0:07:43,127,3.94
U_yPDddMsx8,karrigan (22-16) 3149 ELO vs ~3185 ELOs | Dust2 | FACEIT CS2 POV + VOICE COMMS,"Sep 15, 2026",1348,10,22.62,,,15,16,,,,,,0,0,0,0,0,0,,0,0,4,0.0304,0,0,,0,0,,0,0,,16,0.8488,0,0:05:04,88,5.68
pR40vJPnNX8,ZywOo (23-9) 3437 ELO vs ~2931 ELOs | cache | FACEIT CS2 POV + VOICE COMMS,"Aug 20, 2026",949,10,8.03,,,7,11,,,,,,0,0,0,0,0,0,,0,0,1,0.0014,0,0,,0,0,,0,0,,11,0.2119,0,0:01:16,84,9.52
kWQcMxsFFCw,jL (21-6) 2.49 Rating POV | Vitality vs 9z | Dust2 | BLAST Open Porto 2026,"Aug 30, 2026",1382,10,13.86,,,13,14,,,,,,0,0,0,0,1,0,100,0,0,2,0.0145,0,0,,0,0,,0,0,,14,0.5331,0,0:03:11,66,10.61
YSPdqSEUQuI,NiKo (22-10) 1.84 Rating POV | Falcons vs Astralis | Ancient | Esports World Cup 2026,"Aug 15, 2026",1422,9,14.61,,,6,9,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0,,9,0.5194,0,0:03:27,33,15.15
e3hSRnjMCyw,HeavyGod (15-7) vs YEKINDAR & DONK | Mirage | FACEIT CS2 POV + VOICE COMMS,"Aug 29, 2026",794,9,17.68,,,18,33,,,,,,0,0,0,0,1,1,50,0,0,2,0.2423,0,0,,0,0,,0,0,,33,0.3611,0,0:02:20,152,3.95
Qfk6OXo1jIQ,donk (21-10) 1.87 Rating POV | FUT vs Spirit | Nuke | Esports World Cup 2026,"Aug 24, 2026",1421,9,18.2,,,20,24,,,,,,0,0,0,0,0,0,,0,0,2,0.0133,0,0,,0,0,,0,0,,24,0.6536,0,0:04:18,169,5.33
kGBgi1hg1FI,s1mple (22-24) 3719 ELO vs ~3645 ELOs | Mirage | FACEIT CS2 POV + VOICE COMMS,"Sep 13, 2026",1199,9,21.75,,,14,18,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0,,18,0.6562,0,0:04:20,82,2.44
G9gATcje2hc,910 (20-8) 1.74 Rating POV | MongolZ vs paiN | Inferno | Esports World Cup 2026,"Aug 18, 2026",1366,9,13.41,,,9,12,,,,,,0,0,0,0,0,0,,0,0,2,0.0003,0,0,,0,0,,0,0,,12,0.4595,0,0:03:03,152,5.26
bGjlMRpxb6E,mzinho | 31-15 | 1.95 Rating | The MongolZ vs Aurora | Overpass | PGL Astana 2026,"May 15, 2026",2163,9,26.19,,,9,1,,,,,,0,0,0,0,1,0,100,0,0,1,0.6008,0,0,,0,0,,0,0,,10,1.4182,0,0:09:26,145,3.45
MEZuHwgxPU8,HeavyGod (35-13) 3797 ELO vs ~3254 ELOs | Inferno | FACEIT CS2 POV + VOICE COMMS,"Aug 26, 2026",1696,9,16.71,,,8,9,,,,,,0,0,0,0,1,0,100,0,0,2,0.0132,0,0,,0,0,,0,0,,9,0.7085,0,0:04:43,112,5.36
a2Bi3Lm2iMc,qw1nk1 clutch ACE vs Falcons #cs2 #counterstrike #esportsworldcup2026 #Shorts,"Aug 16, 2026",41,9,77.8,56.25,,10,16,,,,,,0,0,0,0,0,0,,2,0,1,0.0024,0,0,,0,0,,0,0,,16,0.0819,0,0:00:31,178,1.12
T4NyrLXfpCs,ZywOo (18-8) 2.22 Rating POV | Lynn Vision vs Vitality | Dust2 | Esports World Cup 2026,"Aug 18, 2026",1148,8,18.26,,,12,13,,,,,,0,0,0,0,0,0,,0,0,2,0.0988,0,0,,0,0,,0,0,,13,0.4672,0,0:03:29,163,4.29
gQCB00FFfbk,META Nuke Outside Smokes Pros Are Throwing #cs2 #blastporto2026 #utility,"Sep 18, 2026",30,8,73.11,50,,13,18,,,,,,0,0,0,0,0,0,,0,0,2,0.0034,0,0,,0,0,,0,0,,18,0.051,0,0:00:21,101,0
mKrL-AGLArU,Mid Banana Smokes to Take B Control Part 2 (IEM Cologne Major 2026) #cs2 #csgo #counterstrike #cs2i…,"Jul 10, 2026",45,8,42.29,72.73,,10,2,,,,,,0,0,0,0,1,0,100,0,0,6,0.033,0,0,,0,0,,0,0,,12,0.0435,0,0:00:19,99,7.07
jU-vmSwCzQY,m0NESY (21-13) 3991 ELO vs ~3173 ELOs | Mirage | FACEIT CS2 POV + VOICE COMMS,"Sep 3, 2026",994,8,16.46,,,14,16,,,,,,0,0,0,0,1,0,100,0,0,0,0,0,0,,0,0,,0,0,,16,0.3644,0,0:02:43,112,4.46
3vtDF1w0EXI,w0nderful | 1.87 Rating | NAVI vs Vitality | Inferno | IEM Atlanta 2026,"May 16, 2026",1447,8,2.47,,,6,0,,,,,,0,0,0,0,0,0,,0,0,2,0.0062,0,0,,0,0,,0,0,,8,0.0796,0,0:00:35,128,4.69
zBuTU_lCCe8,z4KR's Ancient B site one-man exec #cs2 #blastporto2026 #utility,"Sep 15, 2026",39,8,88.86,61.54,,27,39,,,,,,0,0,0,0,0,0,,0,0,1,0.0047,0,0,,0,0,,0,0,,39,0.0858,0,0:00:34,489,0.2
qEC8Wb5AXjA,s1mple (21-10) vs W0NDERFUL | Mirage | FACEIT CS2 POV + VOICE COMMS,"Sep 9, 2026",1090,8,29.15,,,17,21,,,,,,0,0,0,0,1,0,100,0,0,3,0.0942,0,0,,0,0,,0,0,,20,0.7105,0,0:05:17,121,3.31
oNDxhucecbI,donk (23-9) 2.32 Rating POV | Spirit vs MOUZ | Ancient | BLAST Open Porto 2026,"Sep 7, 2026",1142,8,24.63,,,10,10,,,,,,0,0,0,0,0,0,,0,0,2,0.0265,0,0,,0,0,,0,0,,10,0.6254,0,0:04:41,88,9.09
9DFkyT-EA3w,kyousuke (31-15) 4188 ELO vs ~3262 ELOs | Anubis | FACEIT CS2 POV + VOICE COMMS,"Sep 2, 2026",1136,8,9.46,,,10,14,,,,,,0,0,0,0,0,0,,0,0,1,0.0002,0,0,,0,0,,0,0,,14,0.2401,0,0:01:47,79,7.59
 -mNhy2YCIlQ,xfl0ud (25-14) 1.62 Rating POV | FUT vs Spirit | Cache | Esports World Cup 2026,"Aug 24, 2026",1606,7,18.55,,,11,11,,,,,,0,0,0,0,1,0,100,0,0,1,0.0008,0,0,,0,0,,0,0,,11,0.5814,0,0:04:57,99,5.05
VKOFSZ4Bks4,zont1x shuts down Liquid's push with a 4K on Anubis #cs2 #csgo #counterstrike #cs2anubis #Shorts,"Aug 4, 2026",48,7,47.75,53.85,,10,11,,,,,,0,0,0,0,3,0,100,0,0,1,0.0005,0,0,,0,0,,0,0,,11,0.0463,0,0:00:22,111,1.8
nqDhXF-KMFI,donk (34-10) 4773 ELO vs ~3202 ELOs | Ancient | FACEIT CS2 POV + VOICE COMMS,"Sep 15, 2026",1159,7,9.52,,,12,16,,,,,,0,0,0,0,0,0,,0,0,2,0.0453,0,0,,0,0,,0,0,,15,0.2155,0,0:01:50,71,9.86
2wDEdzgbXhw,All Variations of the Nuke Vent Smoke used during CAC 2026 #cs2 #csgo #counterstrike,"Jun 3, 2026",69,7,43.47,54.55,,12,1,,,,,,0,0,0,0,2,0,100,0,0,5,0.0104,0,0,,0,0,,0,0,,12,0.0603,0,0:00:29,179,2.23
KyJLFCXfjjY,4K? Easy for NiKo vs Legacy #cs2 #counterstrike #blastopenporto2026,"Sep 4, 2026",21,6,116.34,54.55,,14,20,,,,,,0,0,0,0,0,0,,0,0,5,0.0111,0,0,,0,0,,0,0,,20,0.0434,0,0:00:24,114,0
HzLtjzB7yfI,s1mple (14-4) 3629 ELO vs ~1256 ELOs | Inferno | FACEIT CS2 POV,"Sep 16, 2026",765,6,18.38,,,8,10,,,,,,0,0,0,0,1,0,100,0,0,1,0.0019,0,0,,0,0,,0,0,,10,0.2374,0,0:02:20,73,6.85
XCmhxKev2J4,donk | 2.07 Rating | Spirit vs MOUZ | Nuke | Semi-final | PGL Astana 2026,"May 16, 2026",1064,6,38.76,,,6,0,,,,,,0,0,0,0,1,0,100,0,0,2,0.5909,0,0,,0,0,,0,0,,6,0.6873,0,0:06:52,120,2.5
b9Zd8gPf1sA,m0NESY (21-11) 1.68 Rating POV | Legacy vs Falcons | Ancient | BLAST Open Porto 2026,"Aug 31, 2026",1741,6,21.99,,,14,19,,,,,,0,0,0,0,1,0,100,0,0,0,0,0,0,,0,0,,0,0,,19,0.6462,0,0:06:22,105,4.76
FjPNdQIFqOM,iM | 1.41 Rating | GL vs NAVI | Anubis | Grand final | IEM Atlanta 2026,"May 19, 2026",1872,6,12.16,,,7,4,,,,,,0,0,0,0,1,0,100,0,0,0,0,0,0,,0,0,,0,0,,7,0.3823,0,0:03:47,157,3.18
cYwKqNW9mCk,donk (24-10) 2.34 Rating POV | Spirit vs DENDELE | Cache | BLAST Open Porto 2026,"Aug 27, 2026",1575,6,25.92,,,14,20,,,,,,0,0,0,0,0,0,,0,0,1,0.269,0,0,,0,0,,0,0,,20,0.6837,0,0:06:48,98,4.08
QRdw_iEyGOY,donk (25-13) 1.50 Rating POV | Spirit vs FURIA | Ancient | BLAST Open Porto 2026,"Sep 1, 2026",1611,6,9.2,,,8,8,,,,,,0,0,0,0,1,0,100,0,0,2,0.1544,0,0,,0,0,,0,0,,8,0.2473,0,0:02:28,83,4.82
waeP74VV4Dg,z4KR's 4K against Falcons #cs2 #counterstrike #blastopenporto2026,"Aug 31, 2026",70,6,52.78,50,,8,17,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0,,17,0.0649,0,0:00:36,96,4.17
lhPTYWwVwV8,xertioN | 1.19 Rating | Falcons vs MOUZ | Mirage | Semi-final | CAC 2026,"May 30, 2026",1305,6,8.28,,,4,3,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0,,6,0.18,0,0:01:48,259,1.93
WxVo_VdVrbg,NiKo's Insane Site Defense - 2v5 Clutch vs G2 #cs2 #counterstrike #blastopenporto2026,"Sep 6, 2026",38,6,63.68,75,,11,16,,,,,,0,0,0,0,1,0,100,0,0,2,0.0119,0,0,,0,0,,0,0,,16,0.042,0,0:00:24,142,1.41
2hO4WOEzCMg,donk (29-8) 4726 ELO vs ~3350 ELOs | Mirage | FACEIT CS2 POV + VOICE COMMS,"Sep 17, 2026",1137,6,18.32,,,6,9,,,,,,0,0,0,0,1,0,100,0,0,4,0.0128,0,0,,0,0,,0,0,,9,0.349,0,0:03:28,62,8.06
XVWTMmmaDaw,donk (26-16) 4727 ELO vs ~3308 ELOs | Mirage | FACEIT CS2 POV + VOICE COMMS,"Sep 16, 2026",1208,5,36.79,,,9,11,,,,,,0,0,0,0,0,0,,0,0,1,0.2778,0,0,,0,0,,0,0,,11,0.6185,0,0:07:24,58,3.45
0R9OAq4kK_w,Flashes to Retake B on Inferno (CAC 2026)  #cs2 #csgo #counterstrike #cs2inferno,"Jun 4, 2026",53,5,41.53,71.43,,7,0,,,,,,0,0,0,0,3,0,100,0,0,1,0.0002,0,0,,0,0,,0,0,,8,0.0318,0,0:00:22,119,0
UWOvqxdz26Y,FUT couldn't stop latto's ACE #cs2 #counterstrike #blastopenporto2026,"Sep 5, 2026",24,5,118.01,29.41,,15,21,,,,,,0,0,0,0,1,0,100,0,0,3,0.0017,0,0,,0,0,,0,0,,21,0.0453,0,0:00:28,51,3.92
jq44ONGPKaM,m0NESY (22-8) 1.97 Rating POV | Falcons vs K27 | Dust2 | Esports World Cup 2026,"Aug 15, 2026",1575,5,21.06,,,5,5,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0,,5,0.4607,0,0:05:31,69,7.25
4Ult2PtMmQw,m0NESY (29-13) 3933 ELO vs ~3361 ELOs | Anubis | FACEIT CS2 POV + VOICE COMMS,"Sep 3, 2026",1127,5,16.76,,,7,9,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0,,9,0.2627,0,0:03:08,78,5.13
auuG7Q8E3YM,cmtry's 4K against Lynn Vision #cs2 #counterstrike #blastopenporto2026,"Sep 1, 2026",25,5,65.29,45.45,,15,20,,,,,,0,0,0,0,0,0,,0,0,5,0.0079,0,0,,0,0,,0,0,,20,0.0266,0,0:00:16,191,0.52
5tJ3lwrjzOc,huNter drops an ACE against Falcons #cs2 #counterstrike #blastopenporto2026,"Sep 6, 2026",51,5,43.87,71.43,,7,9,,,,,,0,0,0,0,1,0,100,0,0,1,0.0006,0,0,,0,0,,0,0,,9,0.0321,0,0:00:22,21,4.76
4scFnHG0CAw,bLitz's 5K against faze on Mirage #cs2 #csgo #counterstrike #cs2mirage #Shorts,"Aug 2, 2026",30,5,82.71,41.67,,7,11,,,,,,0,0,0,0,2,0,100,0,0,4,0.0118,0,0,,0,0,,0,0,,11,0.0362,0,0:00:24,27,0
XUSgZoIyCDA,Pros Use These Window Smoke on Mirage during CAC 2026 (Part 4) #csgo #cs2 #counterstrike #cs2mirage,"Jun 24, 2026",44,5,24.35,33.33,,11,0,,,,,,0,0,0,0,2,0,100,0,0,2,0.0029,0,0,,0,0,,0,0,,11,0.0169,0,0:00:10,255,0.39
UkBflptm6fw,s1mple (20-19) vs SIRAH | Mirage | FACEIT CS2 POV + VOICE COMMS,"Sep 12, 2026",913,5,37.61,,,14,21,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0,,21,0.4797,0,0:05:43,92,3.26
yJ9x5N3h6iU,m0NESY (23-15) 1.31 Rating POV | Spirit vs Falcons | Ancient | BLAST Open Porto 2026,"Sep 6, 2026",2016,5,17.03,,,11,12,,,,,,0,0,0,0,1,0,100,1,0,0,0,0,0,,0,0,,0,0,,12,0.4791,0,0:05:43,97,2.06
FRUFCDzuc6A,s1mple (19-15) 3748 ELO vs ~3543 ELOs | Dust2 | FACEIT CS2 POV + VOICE COMMS,"Sep 13, 2026",1257,4,51.22,,,5,9,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0,,9,0.7172,0,0:10:43,65,1.54
SK4fA7FsHn0,Mirage Market Smoke Variations For B Push And Retake Defense (CAC 2026) Part 2,"Jun 21, 2026",47,4,77.97,40,,5,0,,,,,,0,0,0,0,2,0,100,0,0,7,0.033,0,0,,0,0,,0,0,,10,0.043,0,0:00:36,253,0
33iGx6VuoNc,s1mple (15-14) 3598 ELO vs ~3375 ELOs | Cache | FACEIT CS2 POV,"Sep 17, 2026",1340,4,25.25,,,8,8,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0,,8,0.3791,0,0:05:38,86,3.49
WvNlAiwWWQs,cmtry's Anubis A site one-man exec #cs2 #blastporto2026 #utility,"Sep 15, 2026",36,4,63.28,57.14,,7,9,,,,,,0,0,0,0,1,0,100,0,0,0,0,0,0,,0,0,,0,0,,9,0.0267,0,0:00:22,96,1.04
APfcMJSul_o,s1mple (25-16) 3719 ELO vs ~3329 ELOs | mirage | FACEIT CS2 POV + VOICE COMMS,"Sep 10, 2026",1275,3,5.67,,,8,11,,,,,,0,0,0,0,1,0,100,0,0,1,0.0072,0,0,,0,0,,0,0,,11,0.0633,0,0:01:12,92,2.17
OWNqmhf4BKk,JBa's Mirage A site one-man exec #cs2 #blastporto2026 #utility,"Sep 9, 2026",39,3,85.21,75,,8,11,,,,,,0,0,0,0,0,0,,0,0,1,0.0064,0,0,,0,0,,0,0,,11,0.0289,0,0:00:33,115,0.87
GV1lL7zjiOo,m0NESY looking feral - ACE against Lynn Vision #cs2 #counterstrike #blastopenporto2026,"Aug 31, 2026",46,3,3283.54,75,,5,10,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0,,10,1.2598,0,0:25:10,57,1.75
AEUszifQ1Wk,donk (21-7) 1.86 Rating POV | Vitality vs Spirit | Mirage | Esports World Cup 2026,"Aug 22, 2026",1289,3,0.32,,,4,4,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0,,4,0.0042,0,0:00:04,91,1.1
keGvOCwAQUQ,donk | 1.90 Rating | Spirit vs MOUZ | Dust2 | Semi-final | PGL Astana 2026,"May 16, 2026",1137,3,46.47,,,4,1,,,,,,0,0,0,0,0,0,,0,0,2,0.4338,0,0,,0,0,,0,0,,4,0.4399,0,0:08:47,115,0.87
KpTc01gK-x8,ZywOo (20-9) 1.86 Rating POV | Vitality vs 9z | Nuke | BLAST Open Porto 2026,"Aug 30, 2026",1346,3,3.05,,,12,15,,,,,,0,0,0,0,0,0,,0,0,4,0.0334,0,0,,0,0,,0,0,,15,0.0377,0,0:00:41,90,3.33
WwAx3AAP0_w,donk (15-15) 4731 ELO vs ~2888 ELOs | Dust2 | FACEIT CS2 POV,"Sep 17, 2026",905,3,33.52,,,4,5,,,,,,0,0,0,0,0,0,,0,0,1,0.0011,0,0,,0,0,,0,0,,5,0.2537,0,0:05:03,59,3.39
P0tZm5Hbpko,ZywOo (25-10) 2.21 Rating POV | FaZe vs Vitality | Cache | Esports World Cup 2026,"Aug 21, 2026",1298,2,19.43,,,5,6,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0,,6,0.1412,0,0:04:12,75,1.33
TfU6YVnVeVU,poiii | 100 Thieves vs Falcons | Dust2 | BLAST Bounty 2026 S2 | W/ Inputs + Util Overlay,,1699,1,28.41,,,1,0,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0,,1,0.1341,0,0:08:02,0,
JVCv52zuOgo,m0NESY (22-12) 3902 ELO vs ~3450 ELOs | Mirage | FACEIT CS2 POV + VOICE COMMS,"Aug 29, 2026",1139,1,0.62,,,5,6,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0,,6,0.0042,0,0:00:07,95,1.05
iBE5sxdYJb0,donk (25-13) 4747 ELO vs ~3370 ELOs | Ancient | FACEIT CS2 POV + VOICE COMMS,"Sep 14, 2026",982,1,0.17,,,4,6,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0,,6,0.0026,0,0:00:01,74,1.35
1bmqxfw1H50,donk (31-16) 4717 ELO vs ~3300 ELOs | Dust2 | FACEIT CS2 POV + VOICE COMMS,"Sep 12, 2026",1435,0,,,,3,3,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0,,3,0.0018,0,,64,0
