Content,Video title,Video publish time,Duration,Engaged views,Average percentage viewed (%),Stayed to watch (%),Unique viewers,Unique reach,Views (co-viewed),Average views per viewer,New viewers,Returning viewers,Casual viewers,Regular viewers,Hypes,Hype points,Subscribers gained,Subscribers lost,Likes,Dislikes,Likes (vs. dislikes) (%),Shares,Comments added,YouTube Premium views,YouTube Premium watch time (hours),End screen element clicks,End screen elements shown,Clicks per end screen element shown (%),Card clicks,Cards shown,Clicks per card shown (%),Card teaser clicks,Card teasers shown,Teaser clicks per card teaser shown (%),Views,Watch time (hours),Subscribers,Average view duration,Thumbnail impressions,Thumbnail click-through rate (%)
RCU1fQBnv4w,Pros Use These Window Smoke on Mirage during CAC 2026 (Part 3) #csgo #cs2 #counterstrike #cs2mirage,"Jun 23, 2026",44,340,81.34,33.93,,792,0,,,,,,0,0,1,0,10,0,100,0,0,69,0.1475,0,0,,0,0,,0,0,,830,3.5813,1,0:00:35,263,1.9
yVge1-XSkiE,Smokes for Bottom Banana on Inferno #csgo #cs2 #counterstrike,"Jun 30, 2026",29,339,57.11,23.71,,1041,0,,,,,,0,0,1,0,14,1,93.33,0,0,39,0.0979,0,0,,0,0,,0,0,,1128,1.8433,1,0:00:16,58,0
i4lF9sUhXWA,Pros use These Long A Corner Smokes to Entry A Doors Part 2 #csgo #cs2 #counterstrike #cs2dust2,"Jun 13, 2026",43,338,60.39,44.53,,641,0,,,,,,0,0,0,0,7,0,100,0,0,125,0.385,0,0,,0,0,,0,0,,710,2.5681,0,0:00:25,69,2.9
ziTdrSxBwuo,Don't Push Mid on Mirage Without These Cross Smokes (CAC 2026) Part 2 #cs2 #mirage,"Jun 25, 2026",49,338,41.38,29.37,,876,0,,,,,,0,0,0,0,4,1,80,0,0,83,0.2276,0,0,,0,0,,0,0,,943,2.159,0,0:00:20,105,1.9
PkY6mXW6Ljs,karrigan | FURIA vs Falcons | Mirage | IEM Cologne Major 2026 | W/ Inputs + Util Overlay,"Jul 12, 2026",1465,337,17.88,,,294,62,,,,,,0,0,1,0,7,0,100,1,1,65,5.0024,1,74,1.35,0,0,,0,0,,339,24.5244,1,0:04:21,8705,2.6
xjMyNl3mDF4,Best Window Smokes for Mid Control (IEM Cologne Major 2026) #cs2 #csgo #counterstrike #cs2anubis,"Jul 21, 2026",35,337,44.99,27.47,,994,3,,,,,,0,0,0,0,8,0,100,0,0,165,0.2642,0,0,,0,0,,0,0,,1071,1.7636,0,0:00:15,245,0
AfRX-gix9ME,Best CT Smokes for B Site Executes (IEM Cologne Major 2026) #cs2 #csgo #counterstrike #cs2anubis,"Jul 19, 2026",75,336,25.52,33.67,,853,3,,,,,,0,0,0,0,5,0,100,0,0,185,0.3504,0,0,,0,0,,0,0,,897,2.0429,0,0:00:19,144,2.08
RRDR7EgbucQ,Top Connector Smokes to Isolate A Site on Mirage Part 2 (CAC 2026) #csgo #cs2 #counterstrike #cs2mi…,"Jun 17, 2026",42,335,62.79,27.58,,868,0,,,,,,0,0,0,0,9,1,90,0,0,40,0.0753,0,0,,0,0,,0,0,,896,2.6752,0,0:00:26,356,0.84
rs9_wlLZD4k,The CT Smoke Every B Execute Needs on Inferno #csgo #cs2 #counterstrike,"Jul 5, 2026",34,334,54.56,35.8,,728,0,,,,,,0,0,2,0,3,0,100,2,0,61,0.2691,0,0,,0,0,,0,0,,782,1.91,2,0:00:18,56,1.79
ZY_5RESIxQQ,Best Arch Connector Smokes for A Takes #csgo #cs2 #counterstrike,"Jul 4, 2026",28,333,57.28,34.05,,779,0,,,,,,0,0,0,0,4,0,100,0,0,53,0.097,0,0,,0,0,,0,0,,822,1.6785,0,0:00:16,36,2.78
rDI135H1zyg,910 (24-12) 1.78 Rating POV | HEROIC vs MongolZ | Stage 1 round | Cache | BLAST Bounty 2026 S2,"Jul 27, 2026",1818,332,11.43,,,311,12,,,,,,0,0,1,0,5,0,100,0,0,65,4.1783,0,0,,0,0,,0,0,,332,19.1585,1,0:03:27,15654,1.57
AT0oH6UkDKM,Best Mid Smokes for T Side on Inferno Part 2 #csgo #cs2 #counterstrike,"Jul 8, 2026",34,330,63,25.76,,980,0,,,,,,0,0,0,0,9,0,100,0,0,80,0.1785,0,0,,0,0,,0,0,,1070,2.2788,0,0:00:21,42,7.14
IWdj_PLsd_c,Jungle Smokes used to Execute A Site during CAC 2026 Part 2 #csgo #cs2 #counterstrike #cs2mirage,"Jun 19, 2026",45,328,38.52,43.5,,627,0,,,,,,0,0,1,0,8,0,100,0,0,103,0.2683,0,0,,0,0,,0,0,,688,1.7425,1,0:00:17,243,0.82
a96mWYh-g9s,Best Mid Smokes for T Side on Inferno #csgo #cs2 #counterstrike,"Jul 8, 2026",34,327,47.6,37.5,,666,0,,,,,,0,0,0,0,2,0,100,0,0,61,0.1378,0,0,,0,0,,0,0,,722,1.636,0,0:00:16,25,4
exZeHqVL1eY,m0NESY | 2.13 Rating | FURIA vs Falcons | Anubis | Grand Final | IEM Cologne Major 2026,"Jun 25, 2026",2140,325,17.19,,,280,4,,,,,,0,0,0,0,2,0,100,2,0,90,10.7792,0,0,,0,0,,0,0,,325,33.2078,0,0:06:07,10428,2.11
f75RBLP1z3Y,Arch Connector Smoke Variations Pros Use #csgo #cs2 #counterstrike,"Jul 1, 2026",57,322,38.59,51.03,,547,0,,,,,,0,0,0,0,5,0,100,0,0,66,0.2342,0,0,,0,0,,0,0,,586,2.0889,0,0:00:21,57,5.26
peiK2QSydn0,The Coffin Smoke Every B Execute Needs #csgo #cs2 #counterstrike,"Jul 3, 2026",34,320,42.42,50.08,,564,0,,,,,,0,0,0,0,3,0,100,0,0,86,0.2232,0,0,,0,0,,0,0,,587,1.3978,0,0:00:14,41,2.44
2b3lPPkKrlA,Best Ebox Smokes for Canal Control Part 2 (IEM Cologne Major 2026) #cs2 #csgo #counterstrike #cs2an…,"Jul 16, 2026",71,319,56.55,38.87,,686,1,,,,,,0,0,1,1,12,0,100,0,0,101,0.2424,0,0,,0,0,,0,0,,763,3.7146,0,0:00:40,285,2.11
hIHHPVcnUHY,magixx (20-13) 1.57 Rating POV | FaZe vs Spirit | Dust2 | BLAST Bounty 2026 S2 Finals,"Aug 3, 2026",1513,318,15.98,,,364,543,,,,,,0,0,1,0,7,0,100,1,0,56,4.8877,0,0,,0,0,,0,0,,541,21.455,1,0:04:01,3875,5.65
1JLcZ0xnEhE,Best Apartments Smokes to Stop A Rush on Inferno #csgo #cs2 #counterstrike,"Jun 30, 2026",58,314,37.48,42.43,,606,0,,,,,,0,0,2,0,5,0,100,0,0,52,0.1681,0,0,,0,0,,0,0,,647,2.0227,2,0:00:21,50,2
lf0-d5C4TEY,Best Ebox Smokes for Canal Control (IEM Cologne Major 2026) #cs2 #csgo #counterstrike #cs2anubis,"Jul 15, 2026",81,313,27.78,40.03,,665,5,,,,,,0,0,0,0,7,0,100,1,0,96,0.3094,0,0,,0,0,,0,0,,700,2.1093,0,0:00:22,405,0.74
UKQB4IhsH5o,Pros use These Long A Corner Smokes to Entry A Doors Part 1 #csgo #cs2 #counterstrike #cs2dust2,"Jun 13, 2026",62,313,30.73,48.08,,538,0,,,,,,0,0,0,0,6,1,85.71,0,0,122,0.2901,0,0,,0,0,,0,0,,600,1.7529,0,0:00:19,63,4.76
L44OADh1mrk,Top Connector Smokes to Isolate A Site on Mirage Part 1 (CAC 2026) #csgo #cs2 #counterstrike #cs2mi…,"Jun 17, 2026",70,313,27.6,57.86,,457,0,,,,,,0,0,0,0,11,1,91.67,0,0,64,0.2646,0,0,,0,0,,0,0,,503,1.7544,0,0:00:19,207,0
w5yvn7OiRW4,Half-Wall Smokes for Banana Control on Inferno #csgo #cs2 #counterstrike,"Jul 6, 2026",30,312,52.26,37.23,,704,1,,,,,,0,0,1,0,7,0,100,0,0,65,0.1691,0,0,,0,0,,0,0,,767,1.5389,1,0:00:15,56,3.57
HJzsSleVz5Q,Pros use These Stairs Smokes to Take A on Mirage Part 1 #csgo #cs2 #counterstrike #cs2mirage,"Jun 18, 2026",60,312,26.48,41.66,,563,0,,,,,,0,0,1,0,9,0,100,0,0,31,0.1134,0,0,,0,0,,0,0,,568,1.4848,1,0:00:15,49,4.08
M-_5EarSajY,Use These Waterfall Smokes to Entry from Short (CAC 2026) Part 1 #csgo #cs2 #counterstrike #cs2dust2,"Jun 16, 2026",58,311,31.34,40.79,,637,0,,,,,,0,0,0,0,9,1,90,0,0,94,0.273,0,0,,0,0,,0,0,,672,1.7339,0,0:00:18,362,1.1
rgzO_ieKyM0,Pros Smokes to defend A Long Part 2 #csgo #cs2 #counterstrike #cs2dust2,"Jun 15, 2026",40,308,76.6,47.6,,557,0,,,,,,0,0,0,0,6,0,100,0,0,80,0.194,0,0,,0,0,,0,0,,620,2.7336,0,0:00:30,42,16.67
jYLqWWldwcE,Every Dust 2 Mid Doors Smoke the Pros Used During CAC 2026 - Part 2,"Jun 12, 2026",60,308,36.68,51.69,,510,0,,,,,,0,0,1,0,8,1,88.89,0,0,76,0.2759,0,0,,0,0,,0,0,,562,1.9887,1,0:00:22,326,1.53
T-WJNizcDgk,Mid Banana Smokes for Safer CT Control Part 2 (IEM Cologne Major 2026) #cs2 #csgo #counterstrike #c…,"Jul 9, 2026",54,306,47.64,43.97,,583,1,,,,,,0,0,0,0,4,0,100,0,0,76,0.3004,0,0,,0,0,,0,0,,635,2.3309,0,0:00:25,71,1.41
4S7z0rxb2Tc,Mid Banana Smokes to Take B Control (IEM Cologne Major 2026) #cs2 #csgo #counterstrike #cs2inferno,"Jul 10, 2026",30,306,68.1,34.15,,728,2,,,,,,0,0,1,0,4,0,100,0,0,94,0.2161,0,0,,0,0,,0,0,,810,1.9176,1,0:00:20,109,0.92
m-oHNyy7i5g,Pros Smokes to defend A Long Part 1 #csgo #cs2 #counterstrike #cs2dust2,"Jun 15, 2026",56,304,33.43,45.56,,544,0,,,,,,0,0,0,0,9,0,100,0,0,77,0.2303,0,0,,0,0,,0,0,,581,1.6725,0,0:00:18,44,9.09
oKmaFJ0XvFU,Half-Wall Smokes for Banana Control Part 2 (IEM Cologne Major 2026) #cs2 #csgo #counterstrike #cs2i…,"Jul 7, 2026",52,304,34.06,41.82,,610,0,,,,,,0,0,0,0,4,0,100,0,0,93,0.2774,0,0,,0,0,,0,0,,647,1.648,0,0:00:17,137,2.92
cQMHEq0NCJc,Use These Waterfall Smokes to Entry from Short (CAC 2026) Part 2 #csgo #cs2 #counterstrike #cs2dust2,"Jun 16, 2026",62,302,26.92,41.94,,599,0,,,,,,0,0,1,0,6,0,100,0,0,52,0.2003,0,0,,0,0,,0,0,,623,1.5405,1,0:00:16,74,1.35
uRGzgxhrQTE,The Coffin Smoke Every B Execute Needs Part 2 #csgo #cs2 #counterstrike,"Jul 3, 2026",53,299,32.69,35.51,,710,0,,,,,,0,0,1,0,4,0,100,0,0,94,0.25,0,0,,0,0,,0,0,,743,1.6438,1,0:00:17,64,1.56
oyvT-K_7fl0,Best B Connector Smokes to Cut CT Rotations (IEM Cologne Major 2026) #cs2 #csgo #counterstrike #cs2…,"Jul 22, 2026",67,288,24.71,34.16,,703,5,,,,,,0,0,2,1,3,0,100,0,0,123,0.2243,0,0,,0,0,,0,0,,749,1.5229,1,0:00:16,92,1.09
nwoTQ8uvWL8,NiKo | 1.73 | FURIA vs Falcons | Inferno | IEM Cologne Major 2026 | W/ Inputs + Utility Cams,"Jun 30, 2026",1946,281,18.21,,,258,5,,,,,,0,0,0,0,5,0,100,2,0,48,5.0961,0,0,,0,0,,0,0,,281,27.6619,0,0:05:54,4852,4.39
cx2MuIj80Ak,tn1r | 1.70 Rating | Spirit vs Falcons | Mirage | Semi-final,"Jun 24, 2026",1698,250,12.76,,,242,10,,,,,,0,0,0,0,1,0,100,0,0,63,4.1367,0,0,,0,0,,0,0,,255,15.0421,0,0:03:36,15499,1.03
x0a2Z7rRjQE,Best Heaven Smokes for A Site Executes (IEM Cologne Major 2026) #cs2 #csgo #counterstrike #cs2anubis,"Jul 24, 2026",83,247,23.4,39.84,,530,5,,,,,,0,0,0,0,6,0,100,0,0,88,0.1979,0,0,,0,0,,0,0,,568,1.4637,0,0:00:19,122,0
3NLjNLXh7-s,Team-Safe Flashes for Entering B on Overpass #cs2overpass #csgo #counterstrike,"Jun 10, 2026",53,232,23.54,45.49,,435,0,,,,,,0,0,0,0,5,0,100,0,0,71,0.1787,0,0,,0,0,,0,0,,471,0.9133,0,0:00:12,37,2.7
G7aF6WoM3fw,magixx | 1.41 Rating | Spirit vs Falcons | Mirage | Grand final | PGL Astana 2026,"May 19, 2026",1617,202,16.46,,,185,30,,,,,,0,0,1,0,6,0,100,1,0,32,3.2964,0,18,0,0,0,,0,0,,216,14.9393,1,0:04:26,3151,4.57
TlZEbFlJsOw,JBOEN (19-1) 2.04 Rating POV | DENDELE vs FaZe | W/ Utility Cams | Nuke | BLAST Bounty 2026 S2,"Jul 30, 2026",1207,194,16.92,,,181,150,,,,,,0,0,1,0,5,0,100,0,1,31,1.5231,0,0,,0,0,,0,0,,205,11.0113,1,0:03:24,4466,3.13
V6_PO5xqaHY,Best Support Flash to Defend B on Ancient (CAC 2026) #cs2 #csgo #counterstrike #counterstrike2,"Jun 4, 2026",42,188,40.66,41.14,,395,0,,,,,,0,0,0,0,3,0,100,0,0,60,0.1308,0,0,,0,0,,0,0,,442,0.992,0,0:00:17,64,0
jEeOkvTevpE,s1zzi | 2.01 Rating | BIG vs B8 | Overpass | Swiss round | IEM Cologne Major 2026,"Jun 12, 2026",1528,186,10.06,,,178,10,,,,,,0,0,0,0,5,0,100,0,0,47,2.3163,0,0,,0,0,,0,0,,192,7.9493,0,0:02:33,23255,0.54
dC7LM3fZqVU,kyousuke | Spirit vs Falcons | Anubis | IEM Cologne Major 2026 | W/ Inputs + Util Overlay,"Jul 22, 2026",2447,180,15.07,,,191,156,,,,,,0,0,1,0,5,0,100,0,0,25,2.5357,0,0,,0,0,,0,0,,231,18.4585,1,0:06:08,2295,5.75
8VoruDGi9s0,kyousuke | 1.66 | FURIA vs Falcons | Anubis | Grand Final | IEM Cologne Major 2026 | W/ Inputs +...,"Jul 3, 2026",1741,168,13.91,,,149,15,,,,,,0,0,0,0,2,1,66.67,1,0,29,2.1414,0,7,0,0,0,,0,0,,169,11.2999,0,0:04:02,2230,5.52
icx-2jyuWaA,Top Mirage Smokes Used During CAC 2026,"Jun 15, 2026",1237,157,10.47,,,139,4,,,,,,0,0,0,0,7,0,100,1,1,41,1.8713,0,10,0,0,0,,0,0,,157,5.6497,0,0:02:09,3485,2.96
-8dm0zZ6u_c,Aleksib | 1.11 Rating | NAVI vs Vitality | Inferno | Quarter-final | IEM Atlanta 2026,"May 20, 2026",1612,144,18.13,,,110,73,,,,,,0,0,1,0,6,1,85.71,1,0,27,2.7778,0,12,0,0,0,,0,0,,166,11.6986,1,0:04:52,1334,8.47
pNnsvDWcl1Q,wicadia | 2.08 Rating | Aurora vs BB | Nuke | Quarter-final | IEM Cologne Major 2026,"Jun 20, 2026",1329,140,16.54,,,129,5,,,,,,0,0,0,0,1,0,100,0,0,39,2.3601,0,0,,0,0,,0,0,,143,8.5497,0,0:03:39,10667,0.9
VkOpaP3IS9U,jcobbb | 1.29 | PARIVISION vs FaZe | Cache | Semi-final | XSE PL 2026 | W/ Inputs + Util Overlay,"Jul 20, 2026",2011,138,14.73,,,119,33,,,,,,0,0,1,0,4,0,100,0,2,30,2.0188,0,0,,0,0,,0,0,,141,11.3565,1,0:04:56,2162,4.39
nGeOLCMRuBE,latto (21-11) 1.87 Rating POV | Legacy vs Falcons | Mirage | Esports World Cup 2026,"Aug 22, 2026",1381,135,21.91,,,197,289,,,,,,0,0,1,0,1,0,100,0,0,32,3.438,0,0,,0,0,,0,0,,287,11.4076,1,0:05:02,623,14.45
0xs3BjsQZGI,m0NESY 4K vs Spirit on Match Point #cs2 #counterstrike #blastopenporto2026,"Sep 7, 2026",34,134,58.46,74.86,,175,291,,,,,,0,0,0,0,2,0,100,0,0,34,0.1323,0,0,,0,0,,0,0,,286,0.7707,0,0:00:19,739,10.96
L_IHGwL0-ow,Best Support Flash for Party on Overpass CT Side  #cs2overpass #counterstrike #conterstrike2,"Jun 6, 2026",41,132,38.42,29.01,,390,0,,,,,,0,0,0,0,4,0,100,0,0,67,0.1402,0,0,,0,0,,0,0,,410,0.7012,0,0:00:15,39,0
HZIkNOUO1sw,TeSeS | 1.98 Rating | Falcons vs Legacy | Ancient | Final | CAC 2026,"May 22, 2026",1618,131,11.71,,,157,97,,,,,,0,0,0,0,4,0,100,5,0,29,1.3749,0,8,0,0,0,,0,0,,177,6.9111,0,0:03:09,1723,5.75
lCw3kb5J5KM,EliGE (17-9) 1.75 Rating POV | Liquid vs G2 | W/ Utility Cams | Mirage | BLAST Bounty 2026 S2,"Jul 29, 2026",1396,124,17.84,,,116,79,,,,,,0,0,1,0,2,0,100,0,0,20,1.5508,0,0,,0,0,,0,0,,124,8.5781,1,0:04:09,3580,2.63
jn07sGJX6Uk,magixx (27-21) 1.12 Rating POV | FUT vs Spirit | Ancient | Esports World Cup 2026,"Aug 25, 2026",2136,121,13.44,,,147,208,,,,,,0,0,0,0,5,0,100,0,0,18,2.2922,0,0,,0,0,,0,0,,207,9.6807,0,0:04:47,616,13.31
XQA8MIEyY5E,NiKo | 1.38 Rating | Falcons vs MOUZ | Dust2 | Semi-final | CAC 2026,"May 30, 2026",1789,119,14.12,,,120,63,,,,,,0,0,0,0,1,0,100,0,0,31,2.1193,0,13,0,0,0,,0,0,,141,8.3555,0,0:04:12,1229,7.4
xB0qosPEB6E,kyousuke | 1.61 Rating | Falcons vs Legacy | Dust2 | Grand Final | CAC 2026,"May 24, 2026",1431,115,15.83,,,130,58,,,,,,0,0,0,0,1,0,100,0,0,22,1.4143,0,16,0,0,0,,0,0,,152,7.2496,0,0:03:46,2419,3.64
UwDW9N9FA4U,frozen (18-11) 1.33 Rating POV | FaZe vs Spirit | Cache | BLAST Bounty 2026 S2 Finals,"Aug 3, 2026",1792,113,12.47,,,108,120,,,,,,0,0,0,0,3,0,100,0,0,22,2.4127,0,0,,0,0,,0,0,,120,7.014,0,0:03:43,8219,0.9
B-0dn3t20LE,Twistzz | 1.48 | PARIVISION vs FaZe | Cache | XSE PL 2026 | W/ Inputs + Util Overlay,"Jul 16, 2026",2208,113,12,,,112,56,,,,,,0,0,1,0,3,0,100,3,0,31,2.4612,0,0,,0,0,,0,0,,137,8.3244,1,0:04:24,898,8.02
dkqF8yYw0xw,donk (18-10) 1.54 Rating POV | OG vs Spirit | Stage 1 round | Cache | BLAST Bounty 2026 S2,"Jul 25, 2026",1153,110,24.67,,,105,23,,,,,,0,0,0,0,1,0,100,0,1,21,1.1923,0,0,,0,0,,0,0,,112,8.6923,0,0:04:44,3804,1.95
HcHgCfhPDcQ,Krabeni (23-7) 3502 ELO vs ~3118 ELOs | Dust2 | FACEIT CS2 POV + VOICE COMMS,"Aug 19, 2026",784,110,19.31,,,134,185,,,,,,0,0,1,0,2,0,100,0,0,18,0.6882,0,0,,0,0,,0,0,,183,4.6585,1,0:02:31,707,12.16
FO4T5nQw4bQ,Krabeni | 2.18 Rating | G2 vs FUT | Ancient | Swiss round | IEM Cologne Major 2026 Stage 2,"Jun 9, 2026",1135,109,15.93,,,97,15,,,,,,0,0,0,0,6,0,100,0,1,22,1.1855,0,0,,0,0,,0,0,,113,5.4775,0,0:03:00,4404,1.91
Vlq114h3OdU,Jorko (16-5) 1.51 Rating POV | Liquid vs G2 | W/ Utility Cams | Mirage | BLAST Bounty 2026 S2,"Jul 31, 2026",1588,107,14.03,,,101,106,,,,,,0,0,1,0,1,0,100,0,1,25,2.1316,0,0,,0,0,,0,0,,114,6.6232,1,0:03:42,2589,3.05
3C3NuVKP2Vk,NiKo | 0.93 Rating | Falcons vs Legacy | Ancient | Grand Final | CAC 2026,"May 27, 2026",1913,105,3.2,,,95,12,,,,,,0,0,0,0,3,0,100,2,1,19,0.3196,0,2,0,0,0,,0,0,,107,1.7862,0,0:01:01,1120,6.7
KeCTnNN6XhI,Smokes to Defend A Main on Anubis (IEM Cologne Major 2026) #cs2 #csgo #counterstrike #cs2anubis,"Jul 14, 2026",32,100,48.05,30.4,,243,3,,,,,,0,0,0,0,3,0,100,0,0,43,0.0513,0,0,,0,0,,0,0,,287,0.4968,0,0:00:15,160,0
FRj_6YBbOLE,Top Banana Defense Smokes Every CT Should Know #csgo #cs2 #counterstrike,"Jun 29, 2026",30,98,403.05,19.48,,357,0,,,,,,0,0,0,0,4,0,100,0,0,10,0.0395,0,0,,0,0,,0,0,,380,3.403,0,0:02:00,71,0
DanuMk1NJ3Y,tN1R (20-8) 1.86 Rating POV | Liquid vs Spirit | Quarter-Final | Dust2 | BLAST Bounty 2026 S2 Finals,"Aug 2, 2026",1725,98,14.77,,,125,158,,,,,,0,0,1,0,4,0,100,1,1,23,2.6722,0,0,,0,0,,0,0,,156,6.9616,1,0:04:14,1190,5.71
D-HXQXWgmEs,EliGE (25-12) 2.01 Rating POV | Liquid vs Vitality | Stage 1 round | Nuke | BLAST Bounty 2026 S2,"Jul 26, 2026",757,96,29.12,,,83,5,,,,,,0,0,1,0,0,0,,0,0,22,1.4934,0,0,,0,0,,0,0,,97,5.8782,1,0:03:40,1947,3.6
NOg93qYW_-o,karrigan | 0.58 Rating | Falcons vs Legacy | Ancient | Grand Final | CAC 2026,"May 27, 2026",1611,96,9.94,,,93,39,,,,,,0,0,0,0,2,1,66.67,2,0,15,1.3279,0,4,0,0,0,,0,0,,115,4.2775,0,0:02:40,1121,6.16
_TGbiphdzRw,Jungle Smokes used to Execute A Site during CAC 2026 Part 1 #csgo #cs2 #counterstrike #cs2mirage,"Jun 19, 2026",43,96,28.43,18.75,,388,0,,,,,,0,0,0,0,7,0,100,0,0,8,0.0539,0,0,,0,0,,0,0,,412,0.4391,0,0:00:12,295,0.34
RRkGV9TcymE,m0NESY looking insane - ACE vs Lynn Vision #cs2 #counterstrike #blastopenporto2026,"Sep 1, 2026",21,94,87.91,66.67,,121,197,,,,,,0,0,0,0,2,0,100,0,0,24,0.0694,0,0,,0,0,,0,0,,196,0.504,0,0:00:18,1488,2.89
W1DuVM9JGIA,karrigan | 0.68 Rating | Falcons vs Legacy | Nuke | Grand Final | CAC 2026,"May 26, 2026",1835,92,8.88,,,82,29,,,,,,0,0,1,0,1,0,100,1,0,17,0.5302,0,4,0,0,0,,0,0,,106,4.1723,1,0:02:42,963,6.44
Lo9BuhIEqFI,donk (20-7) 2.84 Rating POV | 100 Thieves vs Spirit | Stage 2 round | Dust2 | BLAST Bounty 2026 S2,"Jul 28, 2026",1108,90,28.75,,,84,24,,,,,,0,0,0,0,1,1,50,2,0,21,1.4087,0,0,,0,0,,0,0,,95,7.9663,0,0:05:18,826,7.87
AvQXgCkaX2k,kyousuke | 1.34 Rating | Falcons vs Legacy | Ancient | Grand Final | CAC 2026,"May 27, 2026",1310,88,14.47,,,82,57,,,,,,0,0,1,0,2,0,100,1,0,19,0.6577,0,6,0,0,0,,0,0,,102,4.6354,1,0:03:09,1102,5.9
EFdUBLSBk30,magixx (10-7) 1.44 Rating POV | 100 Thieves vs Spirit | BLAST Bounty 2026 S2 | W/ Utility Cam Ove...,"Jul 29, 2026",1096,88,15,,,83,67,,,,,,0,0,0,0,3,0,100,0,0,12,1.4144,0,0,,0,0,,0,0,,90,4.0205,0,0:02:44,2099,3.33
 -GxJBdeLqwc,HeavyGod | 1.55 Rating | G2 vs FUT | Overpass | Swiss round | IEM Cologne Major 2026,"Jun 10, 2026",1651,87,13.29,,,80,15,,,,,,0,0,0,0,1,0,100,1,0,21,1.963,0,0,,0,0,,0,0,,90,5.304,0,0:03:39,1701,3.94
2QJCiJcOUME,kyousuke | 1.57 Rating | Falcons vs MOUZ | Dust2 | Semi-final | CAC 2026,"May 23, 2026",1785,86,13.34,,,82,20,,,,,,0,0,0,0,2,0,100,0,0,22,2.5736,0,8,0,0,0,,0,0,,98,5.6918,0,0:03:58,2102,2.66
LRMHIcZMyj8,TeSeS | 1.01 Rating | Falcons vs Legacy | Ancient | Grand Final | CAC 2026,"May 27, 2026",1841,80,10.75,,,83,42,,,,,,0,0,0,0,2,0,100,0,0,14,1.4247,1,5,20,0,0,,0,0,,101,4.4076,0,0:03:17,1431,3.98
MHBdGUkyVI8,n1ssim | 1.79 Rating | Falcons vs Legacy | Mirage | Grand Final | CAC 2026,"May 25, 2026",1602,75,11.57,,,66,65,,,,,,0,0,0,0,0,0,,0,0,15,0.802,0,6,0,0,0,,0,0,,99,3.8705,0,0:03:05,564,9.22
J1q-BV_wSbk,donk | 1.75 Rating | Spirit vs MIBR | Mirage | Swiss round | IEM Cologne Major 2026 Stage 2,"Jun 7, 2026",925,73,32.78,,,65,0,,,,,,0,0,0,0,0,0,,0,0,15,1.4385,0,16,0,0,0,,0,0,,73,6.1478,0,0:05:03,805,5.96
PJyEnPC63kY,Pros use These Stairs Smokes to Take A on Mirage Part 2 #csgo #cs2 #counterstrike #cs2mirage,"Jun 18, 2026",46,67,32.92,17.79,,268,0,,,,,,0,0,0,0,3,0,100,0,0,12,0.0322,0,0,,0,0,,0,0,,281,0.365,0,0:00:15,95,2.11
UjkOPY_gQwc,frozen | 1.28 | PARIVISION vs FaZe | Cache | Semi-final | XSE PL 2026 | W/ Inputs + Util Overlay,"Jul 18, 2026",1886,67,18.68,,,53,26,,,,,,0,0,1,0,3,0,100,1,0,24,1.9598,0,0,,0,0,,0,0,,68,6.556,1,0:05:52,526,7.22
RB2S46JZ0V0,sh1ro (21-6) 2.13 Rating POV | Spirit vs OG at BLAST Bounty 2026 S2,"Jul 25, 2026",1499,67,13.64,,,63,19,,,,,,0,0,0,0,0,0,,0,0,10,0.5762,0,0,,0,0,,0,0,,70,3.8058,0,0:03:24,3657,1.53
AQNxg_D4EIY,magixx | Spirit vs Falcons | Mirage | Semi-final | IEM Cologne Major 2026 | W/ Inputs + Util Overlay,"Jul 21, 2026",1627,66,18.54,,,55,20,,,,,,0,0,0,0,1,0,100,0,0,11,0.1589,0,0,,0,0,,0,0,,66,5.5304,0,0:05:01,2575,1.51
l8-UCgas8xE,ZywOo's Cache B site one-man exec #cs2 #blastporto2026 #utility,"Sep 8, 2026",35,65,101.1,85.33,,68,114,,,,,,0,0,1,0,3,0,100,0,0,33,0.2391,0,0,,0,0,,0,0,,114,0.6503,1,0:00:35,410,10.49
0VGEf5OocpA,electroNic | 1.73 Rating | Falcons vs BC.Game | Dust2 | CAC 2026,"May 20, 2026",2099,64,9.13,,,53,14,,,,,,0,0,0,0,0,0,,1,0,6,0.1762,0,0,,0,0,,0,0,,68,3.4076,0,0:03:11,713,7.01
HT4ChG_c6cg,magixx | 1.57 Rating | Spirit vs MIBR | Mirage | Swiss round | IEM Cologne Major 2026,"Jun 7, 2026",1091,61,9.17,,,54,2,,,,,,0,0,0,0,1,1,50,0,0,19,0.614,1,11,9.09,0,0,,0,0,,61,1.6958,0,0:01:40,1593,3.52
gA6mZaSb8Oo,donk (22-8) 2.20 Rating POV | Liquid vs Spirit | Anubis | BLAST Bounty 2026 S2 Finals,"Jul 31, 2026",1299,61,14.55,,,58,48,,,,,,0,0,1,0,1,0,100,0,0,11,0.3596,0,0,,0,0,,0,0,,61,3.2021,1,0:03:08,1191,3.95
YXQlJ0nV6N0,ropz (13-12) 1.09 Rating POV | FUT vs Vitality | Dust2 | BLAST Open Porto 2026,"Sep 1, 2026",1476,55,24.67,,,72,101,,,,,,0,0,0,0,2,0,100,1,0,13,1.416,0,0,,0,0,,0,0,,101,5.581,0,0:06:04,290,14.14
